17/01/08,10:26:46,0001,0004,0202,0000,0004,0000,00000,0000,0002,0
17/01/08,10:26:47,0001,0006,0114,0000,0006,0000,00000,0000,0003,0
17/01/08,10:26:48,0001,0008,0114,0000,0008,0000,00000,0000,0004,0
17/01/08,10:26:49,0001,0003,0112,0000,0003,0000,00000,0000,0005,0
17/01/08,10:26:49,0001,0005,0115,0000,0005,0000,00000,0000,0006,0
17/01/08,10:26:50,0001,0007,0109,0000,0007,0000,00000,0000,0007,0
17/01/08,10:26:51,0001,0001,0177,0000,0001,0000,00000,0000,0008,0
17/01/08,10:26:51,0001,0003,0166,0000,0003,0000,00000,0000,0009,0
17/01/08,10:27:16,0001,0002,0184,0000,0002,0000,00000,0000,0010,0
17/01/08,10:27:17,0001,0004,0174,0000,0004,0000,00000,0000,0011,0
17/01/08,10:27:17,0001,0005,0132,0000,0005,0000,00000,0000,0012,0
17/01/08,10:27:18,0001,0006,0124,0000,0006,0000,00000,0000,0013,0
17/01/08,10:27:19,0001,0001,0138,0000,0001,0000,00000,0000,0014,0
17/01/08,10:27:20,0001,0002,0169,0000,0002,0000,00000,0000,0015,0
17/01/08,10:27:20,0001,0003,0111,0000,0003,0000,00000,0000,0016,0
17/01/08,10:27:21,0001,0004,0163,0000,0004,0000,00000,0000,0017,0
17/01/08,10:27:22,0001,0005,0137,0000,0005,0000,00000,0000,0018,0
17/01/08,10:27:23,0001,0006,0177,0000,0006,0000,00000,0000,0019,0
17/01/08,10:27:24,0001,0007,0227,0000,0007,0000,00000,0000,0020,0
17/01/08,10:27:25,0001,0008,0180,0000,0008,0000,00000,0000,0021,0
17/01/08,10:28:07,0001,0008,0299,0000,0008,0000,00000,0000,0022,0
17/01/08,10:28:08,0001,0002,0192,0000,0002,0000,00000,0000,0023,0
