05/12/06,14:35:50,0012,0012,0655,0000,0012,0000,00000,0000,0150,0
05/12/06,14:35:51,0001,0002,0450,0000,0000,0001,00000,0000,0151,0
05/12/06,14:35:52,0002,0002,0555,0000,0002,0000,00000,0000,0152,0
05/12/06,14:35:54,0001,0004,0430,0000,0000,0001,00000,0000,0153,0
05/12/06,14:35:55,0012,0012,0655,0000,0012,0000,00000,0000,0154,0
05/12/06,14:35:56,0001,0004,0430,0000,0000,0001,00000,0000,0155,0
05/12/06,14:35:58,0007,0007,0655,0000,0007,0000,00000,0000,0156,0
05/12/06,14:35:59,0001,0004,0430,0000,0000,0001,00000,0000,0157,0
05/12/06,14:36:01,0007,0007,0655,0000,0019,0000,00000,0000,0158,0
05/12/06,14:36:03,0005,0002,0999,0000,0000,0001,00000,0000,0159,0
05/12/06,14:36:03,0002,0002,0555,0000,0002,0000,00000,0000,0160,0
05/12/06,14:36:04,0005,0002,0999,0000,0000,0001,00000,0000,0161,0
05/12/06,14:36:05,0001,0001,0555,0000,0001,0000,00000,0000,0162,0
05/12/06,14:36:06,0005,0002,0999,0000,0000,0001,00000,0000,0163,0
05/12/06,14:36:07,0001,0001,0555,0000,0013,0000,00000,0000,0164,0
05/12/06,14:36:07,0005,0005,0555,0000,0000,0001,00000,0000,0165,0
05/12/06,14:36:08,0001,0001,0555,0000,0020,0000,00000,0000,0166,0
05/12/06,14:36:11,0005,0002,0555,0000,0000,0001,00000,0000,0167,0
05/12/06,14:36:11,0005,0005,0555,0000,0000,0001,00000,0000,0168,0
05/12/06,14:36:12,0005,0012,0655,0000,0000,0001,00000,0000,0169,0
05/12/06,14:36:13,0005,0002,0555,0000,0000,0001,00000,0000,0170,0
05/12/06,14:36:13,0005,0012,0655,0000,0000,0001,00000,0000,0171,0
05/12/06,14:36:14,0005,0007,0655,0000,0000,0001,00000,0000,0172,0
05/12/06,14:36:15,0005,0007,0655,0000,0000,0001,00000,0000,0173,0
05/12/06,14:36:17,0005,0007,0655,0000,0000,0001,00000,0000,0174,0
05/12/06,14:36:18,0001,0001,0500,0000,0000,0001,00000,0000,0175,0
05/12/06,14:36:20,0005,0001,0555,0000,0000,0001,00000,0000,0176,0
05/12/06,14:36:21,0005,0001,0555,0000,0000,0001,00000,0000,0177,0
