02/01/98,6:48:35,0053,0001,11Kg,0017,0000,0001,0000,0000,0000,0000
02/01/98,6:50:28,0023,0001,32Kg,0046,0000,0001,0000,0000,0000,0000
02/01/98,6:52:12,0023,0001,39Kg,0058,0000,0001,0000,0000,0000,0000
02/01/98,6:54:18,0022,0004,22Kg,0023,0000,0001,0000,0000,0000,0000
02/01/98,6:58:20,0022,0004,21Kg,0022,0000,0001,0000,0000,0000,0000
02/01/98,7:00:03,0022,0004,30Kg,0030,0000,0001,0000,0000,0000,0000
02/01/98,7:01:47,0022,0004,26Kg,0026,0000,0001,0000,0000,0000,0000
02/01/98,7:03:30,0022,0011,35Kg,0254,0000,0001,0000,0000,0000,0000
02/01/98,7:09:02,0022,0001,18Kg,0026,0000,0001,0000,0000,0000,0000
02/01/98,7:10:46,0022,0001,30Kg,0044,0000,0001,0000,0000,0000,0000
02/01/98,7:12:29,0022,0001,29Kg,0043,0000,0001,0000,0000,0000,0000
02/01/98,7:18:21,0022,0001,23Kg,0035,0000,0001,0000,0000,0000,0000
02/01/98,7:22:25,0022,0001,24Kg,0035,0000,0001,0000,0000,0000,0000
02/01/98,7:28:23,0022,0001,23Kg,0034,0000,0001,0000,0000,0000,0000
02/01/98,7:30:36,0022,0004,23Kg,0023,0000,0001,0000,0000,0000,0000
02/01/98,7:36:20,0022,0004,21Kg,0022,0000,0001,0000,0000,0000,0000
02/01/98,7:38:04,0022,0004,25Kg,0025,0000,0001,0000,0000,0000,0000
02/01/98,7:39:48,0025,0004,25Kg,0026,0000,0001,0000,0000,0000,0000
02/01/98,7:41:31,0025,0004,24Kg,0025,0000,0001,0000,0000,0000,0000
02/01/98,7:43:14,0025,0004,16Kg,0016,0000,0001,0000,0000,0000,0000
02/01/98,7:44:57,0022,0001,30Kg,0043,0000,0001,0000,0000,0000,0000
02/01/98,7:46:40,0022,0001,12Kg,0018,0000,0001,0000,0000,0000,0000
02/01/98,7:48:22,0022,0001,27Kg,0040,0000,0001,0000,0000,0000,0000
02/01/98,7:50:05,0022,0001,27Kg,0039,0000,0001,0000,0000,0000,0000
02/01/98,7:51:47,0025,0011,27Kg,0193,0000,0001,0000,0000,0000,0000
02/01/98,7:55:59,0025,0011,21Kg,0151,0000,0001,0000,0000,0000,0000
02/01/98,7:57:47,0022,0001,18Kg,0027,0000,0001,0000,0000,0000,0000
02/01/98,8:03:09,0022,0001,27Kg,0040,0000,0001,0000,0000,0000,0000
02/01/98,8:04:53,0022,0001,27Kg,0040,0000,0001,0000,0000,0000,0000
02/01/98,8:06:36,0022,0001,28Kg,0042,0000,0001,0000,0000,0000,0000
02/01/98,8:09:57,0025,0004,21Kg,0022,0000,0001,0000,0000,0000,0000
02/01/98,8:11:40,0025,0004,19Kg,0020,0000,0001,0000,0000,0000,0000
02/01/98,8:13:25,0022,0001,18Kg,0026,0000,0001,0000,0000,0000,0000
02/01/98,8:15:08,0022,0001,29Kg,0042,0000,0001,0000,0000,0000,0000
02/01/98,8:25:23,0022,0001,15Kg,0023,0000,0001,0000,0000,0000,0000
02/01/98,8:27:04,0022,0001,28Kg,0041,0000,0001,0000,0000,0000,0000
02/01/98,8:30:21,0022,0001,27Kg,0039,0000,0001,0000,0000,0000,0000
02/01/98,8:32:03,0022,0001,32Kg,0047,0000,0001,0000,0000,0000,0000
02/01/98,8:37:41,0022,0001,29Kg,0043,0000,0001,0000,0000,0000,0000
02/01/98,8:39:23,0025,0001,30Kg,0043,0000,0001,0000,0000,0000,0000
02/01/98,8:46:43,0025,0001,11Kg,0016,0000,0001,0000,0000,0000,0000
02/01/98,8:48:25,0025,0001,28Kg,0042,0000,0001,0000,0000,0000,0000
02/01/98,8:50:07,0025,0001,22Kg,0033,0000,0001,0000,0000,0000,0000
02/01/98,8:51:50,0025,0001,30Kg,0044,0000,0001,0000,0000,0000,0000
02/01/98,9:34:16,0025,0002,36Kg,0329,0000,0001,0000,0000,0000,0000
02/01/98,9:36:04,0025,0002,5Kg,0047,0000,0001,0000,0000,0000,0000
