12/12/24,9:05:00,0300,0300,0300,0300,0300,0300,00000,0000,0001,0
12/12/24,9:05:01,0000,0300,0000,0000,0000,0000,00000,0000,0002,0
12/12/24,9:05:01,0990,0990,0990,0990,0990,0990,00000,0000,0003,0
12/12/24,9:05:02,0990,0990,0990,0990,0990,0000,00000,0000,0004,0
12/12/24,10:14:55,0250,0250,0250,0000,0000,0000,00000,0000,0001,0
12/12/24,10:15:06,0300,0300,0300,0300,0300,0300,00000,0000,0002,0
12/12/24,10:15:07,0000,0300,0000,0000,0000,0000,00000,0000,0003,0
12/12/24,10:15:07,0990,0990,0990,0990,0990,0990,00000,0000,0004,0
12/12/24,10:15:08,0990,0990,0990,0990,0990,0000,00000,0000,0005,0
12/12/24,10:40:38,0250,0250,0250,0000,0000,0000,00000,0000,0006,0
12/12/24,10:40:51,0300,0300,0300,0300,0300,0300,00000,0000,0007,0
12/12/24,10:40:51,0000,0300,0000,0000,0000,0000,00000,0000,0008,0
12/12/24,10:40:52,0810,0800,0820,0830,0990,0990,00000,0000,0009,0
12/12/24,10:40:52,0990,0990,0990,0990,0990,0000,00000,0000,0010,0
12/12/24,10:42:20,0000,0800,0000,0000,0000,0000,00000,0000,0011,0
12/12/24,10:45:48,0000,0123,0000,0000,0000,0000,00000,0000,0012,0
12/12/24,10:45:48,0002,0001,0003,0002,0000,0000,00000,0000,0013,0
12/12/24,10:46:10,0250,0250,0250,0000,0000,0000,00000,0000,0014,0
12/12/24,10:46:22,0300,0300,0300,0300,0300,0300,00000,0000,0015,0
12/12/24,10:46:23,0000,0300,0000,0000,0000,0000,00000,0000,0016,0
12/12/24,10:46:23,0990,0990,0990,0990,0990,0000,00000,0000,0017,0
12/12/24,10:50:26,0250,0250,0250,0000,0000,0000,00000,0000,0018,0
12/12/24,10:50:39,0300,0300,0300,0300,0300,0300,00000,0000,0019,0
12/12/24,10:50:39,0000,0300,0000,0000,0000,0000,00000,0000,0020,0
12/12/24,10:50:40,0990,0990,0990,0990,0990,0000,00000,0000,0021,0
12/12/24,10:52:36,0250,0250,0250,0000,0000,0000,00000,0000,0022,0
12/12/24,10:52:36,0300,0300,0300,0300,0300,0300,00000,0000,0023,0
12/12/24,10:52:37,0000,0300,0000,0000,0000,0000,00000,0000,0024,0
12/12/24,10:52:37,0990,0990,0990,0990,0990,0000,00000,0000,0025,0
12/12/24,11:18:00,0001,0003,0750,0000,0003,0000,00000,0000,0001,0
12/12/24,11:37:40,0001,0003,0750,0000,0003,0000,00000,0000,0002,0
12/12/24,11:39:01,0001,0003,0750,0000,0003,0000,00000,0000,0003,0
12/12/24,11:41:21,0001,0004,0760,0000,0004,0000,00000,0000,0004,0
12/12/24,11:44:31,0001,0004,0760,0000,0004,0000,00000,0000,0005,0
